field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
1.0,0.5723315859974449,0.0,0.9985798817671894,0.5478284226245708,0.23962761144070827,0.0,0.9215884393350671,0.9982835802420242,0.2395045454055364,0.2860174385511852,0.35796190415405676,0.37181761751245695,0.9010670763282875,0.7324743670179278,0.9078024185318783,0.6611333459645717,0.8081680058617795,0.9718082698227972
0.5723315859974448,1.0,0.0,0.2795063985070164,0.145859755280166,0.3493054978779521,0.0,0.21934498631776725,0.36681471250551895,0.49182042340410276,0.20412913457454632,0.2896174376067071,0.4996907328264722,0.22363278715440124,0.3011256615115808,0.42098299782718934,0.09987826119315842,0.6061344347950115,0.1917329360922057
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9985798817671894,0.2795063985070164,0.0,1.0,-0.05471838590099047,0.39872875200795255,0.0,-0.08775948906834555,0.09512385796381956,0.44084629367193573,0.16701507148220143,0.057293988986890726,0.1353860844696633,0.05906947035053525,0.1272835224262826,0.18235403987486,0.002027218568996655,0.2380552760515739,0.08904313968392294
0.5478284226245708,0.145859755280166,0.0,-0.05471838590099047,1.0,0.2822377135703611,0.0,-0.005396652346311386,-0.2715108677965197,0.4960333391029126,0.09077540869352027,0.05142003169809169,0.052885348297320424,-0.016645859797697324,-0.724418056821392,-0.12955493526316755,0.6921213387377461,-0.3825082819406344,-0.15871618731966278
0.23962761144070907,0.3493054978779522,0.0,0.39872875200795255,0.2822377135703611,1.0,0.0,0.8906323486516284,0.2621676402856551,0.6793382216922457,0.46658435626461053,0.7277156017878263,0.3593984513022123,0.9757109324625403,0.2605956467025413,0.23213166993201412,0.23074857364109258,0.3769779325419705,0.696744459843389
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9215884393350671,0.21934498631776725,0.0,-0.08775948906834555,-0.005396652346311386,0.8906323486516284,0.0,1.0,-0.05463667280892147,0.8208771935657664,0.541136358104782,0.09863313072234477,0.1404810538395396,-0.10146930891316591,-0.003638096366221928,-0.0866710290434782,-0.014903075738805678,-0.030044900765789005,-0.09410468407155224
0.9982835802420242,0.36681471250551895,0.0,0.09512385796381956,-0.2715108677965197,0.2621676402856551,0.0,-0.05463667280892147,1.0,0.3406314321079086,0.11930700681240243,0.05002767177190443,0.10536900650832899,-0.005335933817918824,0.2755707066780987,0.11928335280947248,-0.1763431593231199,0.08750074039665197,0.5045321598169022
0.23950454540553712,0.4918204234041027,0.0,0.44084629367193573,0.4960333391029126,0.6793382216922456,0.0,0.8208771935657664,0.3406314321079086,1.0,0.5545488844074998,0.612411387117108,0.4693154386522161,0.9481393188943564,0.4533740264526072,0.3552307428419878,0.3941207191099463,0.4939252603616025,0.6729719871638425
0.2860174385511852,0.20412913457454626,0.0,0.16701507148220143,0.09077540869352027,0.4665843562646106,0.0,0.541136358104782,0.11930700681240243,0.5545488844074998,1.0,0.5082409491129715,0.10756188751983882,0.4127307710181602,0.11981040473531641,0.13259305696051318,0.07370052115859353,0.17538575395238248,0.2589715058491708
0.35796190415405676,0.2896174376067071,0.0,0.057293988986890726,0.05142003169809169,0.7277156017878261,0.0,0.09863313072234477,0.05002767177190443,0.612411387117108,0.5082409491129715,1.0,0.17188197807629602,0.20991630231864183,0.057279400316450735,0.04652349872944316,0.03656496658885956,0.15171872459637037,0.12104228161966883
0.37181761751245695,0.49969073282647214,0.0,0.1353860844696633,0.052885348297320424,0.35939845130221226,0.0,0.1404810538395396,0.10536900650832899,0.4693154386522161,0.10756188751983882,0.17188197807629602,1.0,0.07774182945254603,0.05315785308777091,0.08986600867731472,0.008827274715549532,0.2540374349435036,0.03365860464269574
0.9010670763282875,0.22363278715440124,0.0,0.05906947035053525,-0.016645859797697324,0.9757109324625403,0.0,-0.10146930891316591,-0.005335933817918824,0.9481393188943564,0.4127307710181602,0.20991630231864183,0.07774182945254603,1.0,-0.011852190194997034,-0.022461889416286043,-0.020511733631331696,0.012805900534649915,0.6751876447346503
0.7324743670179278,0.3011256615115808,0.0,0.1272835224262826,-0.724418056821392,0.2605956467025413,0.0,-0.003638096366221928,0.2755707066780987,0.4533740264526072,0.11981040473531641,0.057279400316450735,0.05315785308777091,-0.011852190194997034,1.0,0.33356524557670175,-0.49805035740352965,0.29106894885640466,0.1332510200491116
0.9078024185318783,0.42098299782718934,0.0,0.18235403987486,-0.12955493526316755,0.23213166993201412,0.0,-0.0866710290434782,0.11928335280947248,0.3552307428419878,0.13259305696051318,0.04652349872944316,0.08986600867731472,-0.022461889416286043,0.33356524557670175,1.0,-0.057935134979001206,0.10253177852445061,0.0528459610507991
0.6611333459645717,0.09987826119315842,0.0,0.002027218568996655,0.6921213387377461,0.23074857364109258,0.0,-0.014903075738805678,-0.1763431593231199,0.3941207191099463,0.07370052115859353,0.03656496658885956,0.008827274715549532,-0.020511733631331696,-0.49805035740352965,-0.057935134979001206,1.0,-0.2461572662757934,-0.11019632838450036
0.8081680058617795,0.6061344347950115,0.0,0.2380552760515739,-0.3825082819406344,0.3769779325419705,0.0,-0.030044900765789005,0.08750074039665197,0.4939252603616025,0.17538575395238248,0.15171872459637037,0.2540374349435036,0.012805900534649915,0.29106894885640466,0.10253177852445061,-0.2461572662757934,1.0,0.06762111488856758
0.9718082698227972,0.1917329360922057,0.0,0.08904313968392294,-0.15871618731966278,0.696744459843389,0.0,-0.09410468407155224,0.5045321598169022,0.6729719871638425,0.2589715058491708,0.12104228161966883,0.03365860464269574,0.6751876447346503,0.1332510200491116,0.0528459610507991,-0.11019632838450036,0.06762111488856758,1.0
